Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Tombfinger (Primary),Charge,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,1,0,1,0,0,1,0,0,20,540,0,Projectile,90,0,50,Update 28.0,2020-06-11,Primary,Launcher,Primary,0,,Tombfinger,0,inf,1
Tombfinger (Primary),Charge,Quick Shot Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,0,0,1,0,0,1,0,0,20,540,0,AoE,inf,0,50,Update 28.0,2020-06-11,Primary,Launcher,Primary,1.7,,Tombfinger,0,1.7,0.25
Tombfinger (Primary),Charge,Charged Shot Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,0,0,1,0,0,1,0,0,20,540,0,AoE,inf,0,50,Update 28.0,2020-06-11,Primary,Launcher,Primary,6.2,,Tombfinger,0,6.2,0.7
Rahn Prism,Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,5670,1000,0.3,2,1300,7371,3262.3311619598,42900,0.04,nil,0.04,0.2268,1,5.67,0,0,0,100,0,0,5.33,Projectile,inf,0,32,Update 22.0,2017-10-12,Amp,Amp,Energy,0,/Lotus/Weapons/Sentients/OperatorAmplifiers/Set2/Barrel/SentAmpSet2BarrelPartA,Rahn Prism,0,inf,1
Sirocco,Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,6000,2000,0.4,2,2800,8400,5250,28000,0.2,nil,0.2,0.6,1,3,0,0,0,10,0,0,2,Projectile,inf,0,16,Update 31,2021-12-15,Amp,Amp,None,0,/Lotus/Weapons/Operator/Pistols/DrifterPistol,Sirocco,0,inf,1
Sirocco,Semi-Auto,Overcharged Shot,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,2998.8,3600,0.8,2,6480,5397.84,5182.009312149,64800,0.5,nil,0.5,0.4165,1,0.833,0,0,0,10,0,0,0.5,Projectile,inf,0,16,Update 31,2021-12-15,Amp,Amp,None,0,/Lotus/Weapons/Operator/Pistols/DrifterPistol,Sirocco,0,inf,1
Catchmoon (Primary),Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,1,0,1,0,0,1.1,0,0,15,70,0,Projectile,100,0,22.2,Update 28.0,2020-06-11,Primary,Shotgun,Primary,42,,Catchmoon,20,40,0.9416
Catchmoon (Secondary),Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,1,0,1,0,0,0.55,0,0,20,70,0,Projectile,100,0,5.9,Update 24.0,2018-11-08,Secondary,Pistol,Secondary,20,/Lotus/Weapons/SolarisUnited/Secondary/SUModularSecondarySet1/Barrel/SUModularSecondaryBarrelAPart,Catchmoon,8,16,0.9375
Phahd Scaffold,Semi-Auto,Direct Hit,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,5010,3000,0.34,2.6,4632,7735.44,2243.3139416859,23160,0.12,nil,0.12,0.2004,1,1.67,0,0,0,100,0,0,5.33,Projectile,inf,0,9.1,Update 23.4,2018-08-16,Amp,Amp,Energy,300,/Lotus/Weapons/Sentients/OperatorAmplifiers/Set2/Chassis/SentAmpSet2ChassisPartA,Phahd Scaffold,0,inf,1
Phahd Scaffold,Semi-Auto,Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,1837,1100,0.34,2.6,1698.4,2836.328,2526.9959043523,169840,0.12,nil,0.12,0.2004,1,1.67,0,0,0,100,0,0,5.33,AoE,inf,0,9.1,Update 23.4,2018-08-16,Amp,Amp,Energy,5,/Lotus/Weapons/Sentients/OperatorAmplifiers/Set2/Chassis/SentAmpSet2ChassisPartA,Phahd Scaffold,0,5,0.3
Raplak Prism,Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,6000,3000,0.38,2.6,4824,9648,3912.4087591241,48240,0.1,nil,0.1,0.2,1,2,0,0,0,100,0,0,5.33,Hit-Scan,inf,0,32,Update 22.0,2017-10-12,Amp,Amp,Energy,300,/Lotus/Weapons/Sentients/OperatorAmplifiers/Set1/Barrel/SentAmpSet1BarrelPartA,Raplak Prism,0,inf,1
Rattleguts (Primary),Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,nil,0,0,1,0,0,1,0,0,80,700,0,Hit-Scan,inf,0,20,Update 28.0,2020-06-11,Primary,Rifle,Primary,0,,Rattleguts,0,inf,1
Exard Scaffold,Burst,Direct Hit,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1652,200,0.17,1.9,230.6,1904.756,145.299622554,1153,0.33,nil,0.33,2.7258,1,8.26,0,0,0,100,0,0,5.33,Projectile,inf,0,10,Update 24.2,2018-12-18,Amp,Amp,Energy,40,/Lotus/Weapons/Corpus/OperatorAmplifiers/Set1/Chassis/CorpAmpSet1ChassisPartA,Exard Scaffold,0,inf,1
Exard Scaffold,Burst,Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,2600,21476,2600,0.17,1.9,2997.8,24761.828,15423.528986744,299780,0.33,nil,0.33,2.7258,1,8.26,0,0,0,100,0,0,5.33,AoE,inf,0,10,Update 24.2,2018-12-18,Amp,Amp,Energy,2.5,/Lotus/Weapons/Corpus/OperatorAmplifiers/Set1/Chassis/CorpAmpSet1ChassisPartA,Exard Scaffold,0,2.5,0.3
Corvas Prime (Atmosphere),Charge,Uncharged Shot,230,0,0,0,0,330,0,0,0,0,0,0,0,0,560,1120,560,0.44,3,1052.8,2105.6,1754.6666666667,147392,0.2,nil,1.2,2.4,1,2,0,0.75,14,20,1000,120,2,Projectile,400,0,100,Update 31.3,2022-03-28,Arch-Gun (Atmosphere),Shotgun,Heavy,60,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,0,inf,1
Corvas Prime (Atmosphere),Charge,Charged Shot,430,0,0,0,0,530,0,0,0,0,0,0,0,0,960,1920,960,0.56,3,2035.2,4070.4,3392,284928,0.2,nil,1.2,1.2,1,2,0.5,0.75,14,20,1000,120,2,Projectile,400,0,100,Update 31.3,2022-03-28,Arch-Gun (Atmosphere),Shotgun,Heavy,70,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,100,200,0.5
Fluctus (Atmosphere),Semi-Auto,Normal Attack,50,25,175,0,0,0,0,0,0,0,0,0,0,0,250,1250,250,0.22,2,305,1525,1109.0909090909,61000,0.16,nil,1.16,5.8,1,5,0,1.05,2,40,1000,160,3,Projectile,75,0,100,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,450,/Lotus/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow,Fluctus,0,inf,1
Morgha,Auto-Burst,Auto-Burst,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,192,32,0.3,2.2,87.04,261.12,210.58064516129,8704,0.28,nil,0.28,1.68,1,6,0,1,15,100,0,0,3,Projectile,inf,0,6.7,Update 29.5,2020-11-19,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechGrenadeLaunch/ThanoTechGrenadeLauncher,Morgha,0,inf,1
Morgha,Auto-Burst,Auto Burst Explosion,0,0,0,0,0,0,0,164,0,0,0,0,0,0,164,984,164,0.3,2.2,446.08,1338.24,1079.2258064516,44608,0.28,nil,0.28,1.68,1,6,0,1,15,100,0,0,3,AoE,inf,0,6.7,Update 29.5,2020-11-19,Arch-Gun,Arch-Gun,None,3,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechGrenadeLaunch/ThanoTechGrenadeLauncher,Morgha,0,3,0.3
Morgha,Semi-Auto,Charged Shot,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83.3,100,0.4,3,180,149.94,145.1050981303,18000,0.5,nil,0.5,0.4165,1,0.833,0,1,15,100,0,0,3,nil,inf,0,100,Update 29.5,2020-11-19,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechGrenadeLaunch/ThanoTechGrenadeLauncher,Morgha,0,inf,1
Morgha,Semi-Auto,Charged Shot Explosion,600,800,1000,0,0,0,0,1200,0,0,0,0,0,0,3600,2998.8,3600,0.4,3,6480,5397.84,5223.7835326907,648000,0.5,nil,0.5,0.4165,1,0.833,0,1,15,100,0,0,3,AoE,inf,0,6.7,Update 29.5,2020-11-19,Arch-Gun,Arch-Gun,None,20,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechGrenadeLaunch/ThanoTechGrenadeLauncher,Morgha,0,20,0.6
Grattler,Auto-Spool,Projectile Impact,15,120,15,0,0,0,0,0,0,0,0,0,0,0,150,937.5,150,0.25,2,187.5,1171.875,573.97959183673,5625,0.25,nil,0.25,1.5625,1,6.25,0,1.1,4,30,0,0,4,Projectile,250,0,16.7,Update 17.0,2015-07-31,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/RepurposedGrineerAntiAircraftGun/ArchGRNAAGun,Grattler,1000,2000,1
Grattler,Auto-Spool,Explosion,0,0,0,0,0,0,0,205,0,0,0,0,0,0,205,1281.25,205,0.25,2,256.25,1601.5625,784.4387755102,7687.5,0.25,nil,0.25,1.5625,1,6.25,0,1.1,4,30,0,0,4,AoE,inf,0,16.7,Update 17.0,2015-07-31,Arch-Gun,Arch-Gun,None,9,/Lotus/Weapons/Tenno/Archwing/Primary/RepurposedGrineerAntiAircraftGun/ArchGRNAAGun,Grattler,0,9,0.7
Dual Decurion (Atmosphere),Auto,Normal Attack,49.5,30.3,30.2,0,0,0,0,0,0,0,0,0,0,0,110,916.3,110,0.28,2.2,146.96,1224.1768,897.20254683707,79946.24,0.14,nil,0.14,1.1662,1,8.33,0,1.3,1,32,1000,512,1.4,Hit-Scan,inf,0,100,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Dual Pistols,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/ArchHeavyPistols,Dual Decurion,0,inf,1
Prisma Dual Decurions (Atmosphere),Auto,Normal Attack,56.7,34.7,34.6,0,0,0,0,0,0,0,0,0,0,0,126,1260,126,0.3,2.2,171.36,1713.6,1192.0695652174,93219.84,0.24,nil,0.24,2.4,1,10,0,1.25,1,32,1000,512,1.4,Hit-Scan,inf,0,100,Hotfix 29.5.8,2020-12-11,Arch-Gun (Atmosphere),Dual Pistols,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/Prisma/PrismaArchHeavyPistols,Dual Decurion,0,inf,1
Fluctus,Semi-Auto,Normal Attack,50,25,175,0,0,0,0,0,0,0,0,0,0,0,250,1250,250,0.22,2,305,1525,871.42857142857,12200,0.16,nil,1.16,5.8,1,5,0,1.05,2,40,0,0,5,Projectile,300,0,100,Hotfix 15.7.2,2014-12-19,Arch-Gun,Arch-Gun,None,450,/Lotus/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow,Fluctus,800,1600,0.5
Imperator Vandal,Auto-Spool,Normal Attack,20,17.5,12.5,0,0,0,0,0,0,0,0,0,0,0,50,1250,50,0.28,2.4,69.6,1740,1265.4545454545,20880,0.12,nil,0.12,3,1,25,0,0.95,5,300,0,0,4.25,Projectile,220,0,50,Update 15.8,2014-12-19,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGunVandal,Imperator,1500,3000,0.5
Kuva Grattler,Auto,Projectile Impact,9.4,75.2,9.4,0,0,0,0,0,0,0,0,0,0,0,94,521.7,150.4,0.27,2.1,195.0688,1082.63184,740.26108717949,11704.128,0.27,nil,0.27,1.4985,1,5.55,0,0.7,15,60,0,0,4,Projectile,250,0,16.7,Update 30.5,2021-07-06,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Grineer/KuvaLich/HeavyWeapons/Grattler/KuvaGrattler,Grattler,1000,2000,1
Kuva Grattler,Auto,Explosion,0,0,0,0,0,0,0,155,0,0,0,0,0,0,155,860.25,248,0.27,2.1,321.656,1785.1908,1220.6432820513,19299.36,0.27,nil,0.27,1.4985,1,5.55,0,0.7,15,60,0,0,4,AoE,inf,0,16.7,Update 30.5,2021-07-06,Arch-Gun,Arch-Gun,None,9,/Lotus/Weapons/Grineer/KuvaLich/HeavyWeapons/Grattler/KuvaGrattler,Grattler,0,9,0.7
Dual Decurion,Auto,Normal Attack,49.5,30.3,30.2,0,0,0,0,0,0,0,0,0,0,0,110,916.3,110,0.28,2.2,146.96,1224.1768,944.02999792752,4702.72,0.14,nil,0.14,1.1662,1,8.33,0,1.3,1,32,0,0,0.89,Projectile,220,0,12.5,Update 15.5,2014-11-27,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/ArchHeavyPistols,Dual Decurion,1500,3000,0.5
Imperator Vandal (Atmosphere),Auto-Spool,Normal Attack,20,17.5,12.5,0,0,0,0,0,0,0,0,0,0,0,50,1250,50,0.28,2.4,69.6,1740,1491.4285714286,104400,0.12,nil,0.12,3,1,25,0,0.95,5,300,1000,1200,2,Hit-Scan,inf,0,50,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGunVandal,Imperator,0,inf,1
Corvas,Charge,Uncharged Shot,200,0,0,0,0,240,0,0,0,0,0,0,0,0,440,880,440,0.4,2.6,721.6,1443.2,767.65957446809,18040,0.13,nil,1.13,2.26,1,2,0,1.2,1,25,0,0,8,Projectile,400,0,100,Update 15.0,2014-10-24,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,0,inf,1
Corvas,Charge,Charged Shot,400,0,0,0,0,480,0,0,0,0,0,0,0,0,880,1760,880,0.4,3,1584,3168,1685.1063829787,39600,0.13,nil,1.13,1.13,1,2,0.5,1.2,1,25,0,0,8,Projectile,400,0,100,Update 15.0,2014-10-24,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,600,1200,1
Grattler (Atmosphere),Auto-Spool,Projectile Impact,15,120,15,0,0,0,0,0,0,0,0,0,0,0,150,937.5,150,0.25,2,187.5,1171.875,827.20588235294,39375,0.25,nil,0.25,1.5625,1,6.25,0,1.1,4,30,1000,180,2,Projectile,62.5,5,25,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Launcher,Heavy,0,/Lotus/Weapons/Tenno/Archwing/Primary/RepurposedGrineerAntiAircraftGun/ArchGRNAAGun,Grattler,0,inf,1
Grattler (Atmosphere),Auto-Spool,Explosion,0,0,0,0,0,0,0,205,0,0,0,0,0,0,205,1281.25,205,0.25,2,256.25,1601.5625,1130.5147058824,53812.5,0.25,nil,0.25,1.5625,1,6.25,0,1.1,4,30,1000,180,2,AoE,inf,0,25,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Launcher,Heavy,9,/Lotus/Weapons/Tenno/Archwing/Primary/RepurposedGrineerAntiAircraftGun/ArchGRNAAGun,Grattler,0,9,0.7
Imperator,Auto,Normal Attack,20,17.5,12.5,0,0,0,0,0,0,0,0,0,0,0,50,835,50,0.24,2,62,1035.4,709.54257323968,12400,0.12,nil,0.12,2.004,1,16.7,0,1.1,0,200,0,0,5.25,Projectile,220,0,50,Update 15.0,2014-10-24,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGun,Imperator,1500,3000,0.5
Corvas Prime,Charge,Uncharged Shot,230,0,0,0,0,330,0,0,0,0,0,0,0,0,560,1120,560,0.44,3,1052.8,2105.6,1002.6666666667,21056,0.2,nil,1.2,2.4,1,2,0,0.75,14,20,0,0,8,Projectile,400,0,100,Update 31.3,2022-03-28,Arch-Gun,Arch-Gun,None,300,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,0,inf,1
Corvas Prime,Charge,Charged Shot,430,0,0,0,0,530,0,0,0,0,0,0,0,0,960,1920,960,0.56,3,2035.2,4070.4,1938.2857142857,40704,0.2,nil,1.2,1.2,1,2,0.5,0.75,14,20,0,0,8,Projectile,400,0,100,Update 31.3,2022-03-28,Arch-Gun,Arch-Gun,None,300,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,600,1200,0.5
Corvas (Atmosphere),Charge,Uncharged Shot,32,4,4,0,0,0,0,0,0,0,0,0,0,0,40,880,440,0.4,3,792,1584,1365.5172413793,99000,0.013,nil,11.143,22.286,11,2,0,1.2,1,25,1000,100,2,Hit-Scan,inf,0,9.1,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Shotgun,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,0,inf,1
Corvas (Atmosphere),Charge,Charged Shot,64,8,8,0,0,0,0,0,0,0,0,0,0,0,80,1760,880,0.4,3,1584,3168,2731.0344827586,198000,0.013,nil,11.143,11.143,11,2,0.5,1.2,1,25,1000,100,2,Hit-Scan,inf,0,9.1,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Shotgun,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon,Corvas,60,120,0.5
Prisma Dual Decurions,Auto,Normal Attack,49.5,30.3,30.2,0,0,0,0,0,0,0,0,0,0,0,110,1100,110,0.3,2.2,149.6,1496,1103.0414746544,4787.2,0.24,nil,0.24,2.4,1,10,0,1.25,1,32,0,0,0.89,Projectile,300,0,16,Hotfix 29.5.8,2020-12-11,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/Prisma/PrismaArchHeavyPistols,Dual Decurion,1500,3000,0.5
Kuva Ayanga (Atmosphere),Auto,Grenade Impact,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87,398.46,139.2,0.35,2,187.92,860.6736,607.66428754814,37208.16,0.2,nil,0.2,0.916,1,4.58,0,0.95,13,33,1000,165,3,Projectile,75,0,25,Update 26.0,2019-10-31,Arch-Gun (Atmosphere),Launcher,Heavy,0,/Lotus/Weapons/Grineer/HeavyWeapons/GrnHeavyGrenadeLauncher,Kuva Ayanga,0,inf,1
Kuva Ayanga (Atmosphere),Auto,Explosion,0,0,0,0,0,0,0,187,0,0,0,0,0,0,187,856.46,299.2,0.35,2,403.92,1849.9536,1306.1289858793,79976.16,0.2,nil,0.2,0.916,1,4.58,0,0.95,13,33,1000,165,3,AoE,inf,0,25,Update 26.0,2019-10-31,Arch-Gun (Atmosphere),Launcher,Heavy,6,/Lotus/Weapons/Grineer/HeavyWeapons/GrnHeavyGrenadeLauncher,Kuva Ayanga,0,6,0.5
Mausolon,Auto / Semi,Auto,24,46,0,0,0,50,0,0,0,0,0,0,0,0,120,999.6,120,0.3,2.2,163.2,1359.456,1075.7033774249,48960,0.26,nil,1.26,10.4958,1,8.33,0,0.5,14,300,0,0,5.5,Hit-Scan,inf,0,80,Update 29.0,2020-08-25,Arch-Gun,Arch-Gun,None,300,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchLongGun/ThanoTechLongGun,Mausolon,1400,2800,1
Mausolon,Auto / Semi,Auto Radial Attack,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,399.84,48,0.3,2.2,65.28,543.7824,430.28135096997,19584,0.26,nil,0.26,2.1658,1,8.33,0,0.5,14,300,0,0,5.5,AoE,inf,0,80,Update 29.0,2020-08-25,Arch-Gun,Arch-Gun,None,1.8,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchLongGun/ThanoTechLongGun,Mausolon,0,1.8,0.1
Mausolon,Auto / Semi,Charged Shot Laser,100,400,0,0,0,500,0,0,0,0,0,0,0,0,1000,500,1000,0.5,3.5,2250,1125,2705.4108216433,675000,0.5,nil,1.5,0.53571428571429,1,0.5,0.8,0.5,14,300,0,0,5.5,Hit-Scan,inf,0,80,Update 29.0,2020-08-25,Arch-Gun,Arch-Gun,None,300,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchLongGun/ThanoTechLongGun,Mausolon,0,inf,1
Mausolon,Auto / Semi,Charged Shot Explosion,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,3000,1500,3000,0.5,3.5,6750,3375,3322.3954060705,2025000,0.5,nil,0.5,0.25,1,0.5,0,0.5,14,300,0,0,5.5,AoE,inf,0,80,Update 29.0,2020-08-25,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchLongGun/ThanoTechLongGun,Mausolon,0,8,0.4
Kuva Ayanga,Auto,Grenade Impact,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87,398.46,139.2,0.35,2,187.92,860.6736,681.07593880389,6201.36,0.2,nil,0.2,0.916,1,4.58,0,0.95,13,33,0,0,1.2,Projectile,300,0,25,Update 26.0,2019-10-31,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Grineer/HeavyWeapons/GrnHeavyGrenadeLauncher,Kuva Ayanga,1200,2400,1
Kuva Ayanga,Auto,Explosion,0,0,0,0,0,0,0,187,0,0,0,0,0,0,187,856.46,299.2,0.35,2,403.92,1849.9536,1463.921845475,13329.36,0.2,nil,0.2,0.916,1,4.58,0,0.95,13,33,0,0,1.2,AoE,inf,0,25,Update 26.0,2019-10-31,Arch-Gun,Arch-Gun,None,9,/Lotus/Weapons/Grineer/HeavyWeapons/GrnHeavyGrenadeLauncher,Kuva Ayanga,0,9,0.3
Imperator (Atmosphere),Auto,Normal Attack,20,17.5,12.5,0,0,0,0,0,0,0,0,0,0,0,50,835,50,0.24,2,62,1035.4,887.2322193659,62000,0.12,nil,0.12,2.004,1,16.7,0,1.1,0,200,1000,800,2,Hit-Scan,inf,0,25,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGun,Imperator,0,inf,1
Cyngas,Auto-Burst,Normal Attack,39.6,39.6,40.8,0,0,0,0,0,0,0,0,0,0,0,120,1090.8,120,0.2,2.2,446.4,1352.592,929.93606050189,13392,0.3,nil,0.3,2.727,1,9.09,0,1.3,4,30,0,0,1.25,Projectile,220,0,25,Update: Specters of the Rail 0.0,2016-07-08,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/ArchBurstGun/ArchBurstGun,Cyngas,1500,3000,0.8
Velocitus,Charge,Uncharged Shot,150,150,150,0,0,0,0,0,0,0,150,0,0,0,600,3000,600,0.3,2,780,3900,1772.7272727273,7800,0.25,nil,0.25,1.25,1,5,0,1.1,4,10,0,0,1.4,Projectile,500,0,28.6,Update 15.2,2014-11-13,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun,Velocitus,0,inf,1
Velocitus,Charge,Charged Shot,400,400,400,0,0,0,0,0,0,0,400,0,0,0,1600,8000,1600,0.6,3.6,4096,4096,3303.2258064516,40960,0.25,nil,0.25,0.20833333333333,1,5,1,1.1,4,10,0,0,1.4,Projectile,500,5,28.6,Update 15.2,2014-11-13,Arch-Gun,Arch-Gun,None,0,/Lotus/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun,Velocitus,0,inf,1
Velocitus (Atmosphere),Charge,Uncharged Shot,150,150,150,0,0,0,0,0,0,0,150,0,0,0,600,3000,600,0.3,2,780,3900,1950,54600,0.25,nil,0.25,1.25,1,5,0,1.1,4,10,1000,60,2,Projectile,125,0,28.6,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,0,/Lotus/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun,Velocitus,0,inf,1
Velocitus (Atmosphere),Charge,Charged Shot,400,400,400,0,0,0,0,0,0,0,400,0,0,0,1600,8000,1600,0.6,3.6,4096,4096,3413.3333333333,286720,0.25,nil,1.25,1.0416666666667,1,5,1,1.1,4,10,1000,60,2,Projectile,125,5,28.6,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,0,/Lotus/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun,Velocitus,0,inf,1
Phaedra (Atmosphere),Auto-Spool,Normal Attack,14,36.4,5.6,0,0,0,0,0,0,0,0,0,0,0,56,1050,56,0.14,2,63.84,1197,1035.2432432432,76608,0.3,nil,0.3,5.625,1,18.75,0,1.25,3,240,1000,960,2,Hit-Scan,inf,0,25,Update 24.2,2018-12-18,Arch-Gun (Atmosphere),Rifle,Heavy,300,/Lotus/Weapons/Tenno/Archwing/Primary/ArchLongRifle/ArchLongRifle,Phaedra,0,inf,1
Arquebex,Auto,Normal Attack,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33.3,10,0.5,3,20,66.6,33.316658329165,200,0.5,nil,0.5,1.665,1,3.33,0,0,0,10,0,0,3,Projectile,60,0,16.7,Update 29.0,2020-08-25,Arch-Gun (Atmosphere),Exalted Weapon,Heavy,0,/Lotus/Types/Enemies/Orokin/Entrati/EntratiTech/NechroTech/ExaltedArtilleryWeapon,Arquebex,0,inf,1
Arquebex,Auto,Radial Attack,0,0,0,0,0,3000,0,9000,0,0,0,0,0,0,12000,39960,12000,0.5,3,24000,79920,39979.989994998,240000,0.5,nil,0.5,1.665,1,3.33,0,0,0,10,0,0,3,AoE,inf,0,16.7,Update 29.0,2020-08-25,Arch-Gun (Atmosphere),Exalted Weapon,Heavy,6,/Lotus/Types/Enemies/Orokin/Entrati/EntratiTech/NechroTech/ExaltedArtilleryWeapon,Arquebex,0,6,0
Larkspur (Atmosphere),Held,Normal Attack,10,0,0,0,0,0,0,0,0,0,0,80,0,0,90,1080,90,0.1,1.4,93.6,1123.2,864,46800,0.5,nil,0.5,6,1,12,0,1,8,100,1000,400,2.5,Discharge,inf,0,8.3,Update 24.4,2019-03-08,Arch-Gun (Atmosphere),Rifle,Heavy,0,/Lotus/Weapons/Tenno/Archwing/Primary/TnShieldframeArchGun/TnShieldFrameArchGun,Larkspur,0,inf,1
Larkspur (Atmosphere),Held,Projectile Impact,140,0,0,0,0,0,0,180,0,0,0,100,0,0,420,420,420,0.26,2.2,551.04,551.04,1049.6,275520,0.34,nil,0.34,0.22666666666667,1,1,0.5,1,8,100,1000,400,2.5,Projectile,100,0,100,Update 24.4,2019-03-08,Arch-Gun (Atmosphere),Rifle,Heavy,0,/Lotus/Weapons/Tenno/Archwing/Primary/TnShieldframeArchGun/TnShieldFrameArchGun,Larkspur,0,inf,1
